episode,completion_rate,episode_reward,unfinished_tasks,agent_epsilon
110,0.6037735849056604,-1.1333333333333337,8,0.00998645168764533
111,0.5714285714285714,-28.099999999999998,18,0.00998645168764533
112,0.6382978723404256,3.4333333333333345,8,0.00998645168764533
113,0.6444444444444445,6.100000000000003,8,0.00998645168764533
114,0.6444444444444445,-2.4,9,0.00998645168764533
115,0.5660377358490566,-14.433333333333334,15,0.00998645168764533
116,0.5535714285714286,-32.266666666666666,19,0.00998645168764533
117,0.4782608695652174,-52.833333333333336,23,0.00998645168764533
118,0.62,6.233333333333336,7,0.00998645168764533
119,0.5166666666666667,-49.86666666666667,23,0.00998645168764533
120,0.6415094339622641,-10.166666666666664,12,0.00998645168764533
121,0.543859649122807,-38.66666666666667,19,0.00998645168764533
122,0.6,-11.033333333333331,13,0.00998645168764533
123,0.47058823529411764,-65.0,27,0.00998645168764533
124,0.5882352941176471,-2.0999999999999988,11,0.00998645168764533
125,0.5454545454545454,-17.7,15,0.00998645168764533
126,0.7619047619047619,16.23333333333333,2,0.00998645168764533
127,0.58,1.8666666666666671,9,0.00998645168764533
128,0.54,-19.266666666666666,18,0.00998645168764533
129,0.5818181818181818,-34.733333333333334,18,0.00998645168764533
130,0.5660377358490566,-13.233333333333334,13,0.00998645168764533
131,0.49122807017543857,-55.000000000000014,24,0.00998645168764533
132,0.6744186046511628,-1.3666666666666654,8,0.00998645168764533
133,0.6,-12.233333333333334,13,0.00998645168764533
134,0.7317073170731707,15.700000000000003,1,0.00998645168764533
135,0.5357142857142857,-33.133333333333326,19,0.00998645168764533
136,0.6923076923076923,-4.0,12,0.00998645168764533
137,0.64,-0.7333333333333343,11,0.00998645168764533
138,0.484375,-50.9,25,0.00998645168764533
139,0.5384615384615384,-15.733333333333333,14,0.00998645168764533
140,0.6041666666666666,-5.866666666666669,12,0.00998645168764533
141,0.6875,7.966666666666667,9,0.00998645168764533
142,0.6666666666666666,-2.199999999999995,13,0.00998645168764533
143,0.4838709677419355,-48.6,26,0.00998645168764533
144,0.5,-33.3,21,0.00998645168764533
145,0.5576923076923077,-11.5,16,0.00998645168764533
146,0.6,-10.233333333333334,13,0.00998645168764533
147,0.5081967213114754,-30.866666666666667,22,0.00998645168764533
148,0.6,-7.0,12,0.00998645168764533
149,0.6,-5.833333333333333,12,0.00998645168764533
150,0.5471698113207547,-15.433333333333332,16,0.00998645168764533
151,0.49056603773584906,-20.933333333333334,18,0.00998645168764533
152,0.5535714285714286,-35.83333333333333,23,0.00998645168764533
153,0.6739130434782609,-4.699999999999999,13,0.00998645168764533
154,0.7804878048780488,11.100000000000005,6,0.00998645168764533
155,0.6,-2.8666666666666645,11,0.00998645168764533
156,0.5,-40.83333333333334,23,0.00998645168764533
157,0.5660377358490566,-6.833333333333332,13,0.00998645168764533
158,0.5686274509803921,-27.53333333333333,19,0.00998645168764533
159,0.5294117647058824,-4.6666666666666625,13,0.00998645168764533
160,0.5882352941176471,4.966666666666667,8,0.00998645168764533
161,0.5333333333333333,-21.26666666666667,17,0.00998645168764533
162,0.5178571428571429,-39.3,19,0.00998645168764533
163,0.5384615384615384,-24.166666666666664,16,0.00998645168764533
164,0.543859649122807,-19.799999999999997,18,0.00998645168764533
165,0.31343283582089554,-122.86666666666667,31,0.00998645168764533
166,0.36065573770491804,-159.0,35,0.00998645168764533
167,0.5555555555555556,-29.799999999999994,18,0.00998645168764533
168,0.5517241379310345,-22.03333333333333,18,0.00998645168764533
169,0.6,-4.066666666666666,10,0.00998645168764533
170,0.5434782608695652,-17.633333333333333,13,0.00998645168764533
171,0.4727272727272727,-43.1,22,0.00998645168764533
172,0.5510204081632653,-10.999999999999998,12,0.00998645168764533
173,0.6097560975609756,-1.7666666666666653,10,0.00998645168764533
174,0.54,-8.133333333333333,11,0.00998645168764533
175,0.4915254237288136,-42.96666666666666,24,0.00998645168764533
176,0.421875,-73.9,27,0.00998645168764533
177,0.4528301886792453,-53.56666666666666,20,0.00998645168764533
178,0.2127659574468085,-150.9,33,0.00998645168764533
179,0.6818181818181818,1.0,10,0.00998645168764533
180,0.5102040816326531,-31.66666666666666,19,0.00998645168764533
181,0.6078431372549019,3.0666666666666664,9,0.00998645168764533
182,0.4915254237288136,-74.73333333333333,24,0.00998645168764533
183,0.43636363636363634,-97.66666666666666,27,0.00998645168764533
184,0.5178571428571429,-37.266666666666666,19,0.00998645168764533
185,0.5306122448979592,-36.4,17,0.00998645168764533
186,0.4,-104.26666666666664,34,0.00998645168764533
187,0.5531914893617021,-25.2,15,0.00998645168764533
188,0.45454545454545453,-43.43333333333334,22,0.00998645168764533
189,0.5135135135135135,-5.066666666666665,10,0.00998645168764533
190,0.5555555555555556,-24.366666666666667,18,0.00998645168764533
191,0.4117647058823529,-71.06666666666666,26,0.00998645168764533
192,0.36923076923076925,-86.86666666666666,31,0.00998645168764533
193,0.2127659574468085,-149.9,33,0.00998645168764533
194,0.17543859649122806,-207.9,39,0.00998645168764533
195,0.1864406779661017,-210.20000000000005,38,0.00998645168764533
196,0.4117647058823529,-35.766666666666666,19,0.00998645168764533
197,0.5882352941176471,-18.266666666666666,14,0.00998645168764533
198,0.4603174603174603,-56.566666666666656,25,0.00998645168764533
199,0.5636363636363636,-37.93333333333333,18,0.00998645168764533
200,0.5384615384615384,-36.63333333333333,20,0.00998645168764533
201,0.48214285714285715,-35.166666666666664,21,0.00998645168764533
202,0.5087719298245614,-29.499999999999996,16,0.00998645168764533
203,0.5166666666666667,-28.9,20,0.00998645168764533
204,0.5714285714285714,-11.966666666666667,12,0.00998645168764533
205,0.543859649122807,-32.9,20,0.00998645168764533
206,0.6428571428571429,-6.1000000000000005,11,0.00998645168764533
207,0.5087719298245614,-39.1,21,0.00998645168764533
208,0.6153846153846154,-6.3,12,0.00998645168764533
209,0.5384615384615384,-17.333333333333336,17,0.00998645168764533
210,0.5185185185185185,-28.799999999999997,17,0.00998645168764533
211,0.41379310344827586,-57.099999999999994,26,0.00998645168764533
212,0.65,-1.0,6,0.00998645168764533
213,0.5208333333333334,-31.0,21,0.00998645168764533
214,0.5087719298245614,-44.09999999999999,20,0.00998645168764533
215,0.36363636363636365,-90.76666666666667,32,0.00998645168764533
216,0.6326530612244898,-12.933333333333334,10,0.00998645168764533
217,0.6382978723404256,-5.2333333333333325,10,0.00998645168764533
218,0.46296296296296297,-33.36666666666667,19,0.00998645168764533
219,0.6923076923076923,8.56666666666667,7,0.00998645168764533
220,0.6,-15.866666666666664,13,0.00998645168764533
221,0.4482758620689655,-51.93333333333332,23,0.00998645168764533
222,0.36065573770491804,-83.43333333333332,27,0.00998645168764533
223,0.43636363636363634,-47.499999999999986,22,0.00998645168764533
224,0.3877551020408163,-54.66666666666665,22,0.00998645168764533
225,0.5294117647058824,-16.766666666666666,17,0.00998645168764533
226,0.46511627906976744,-33.03333333333334,17,0.00998645168764533
227,0.38333333333333336,-81.96666666666664,30,0.00998645168764533
228,0.5531914893617021,-25.166666666666668,15,0.00998645168764533
229,0.4,-68.73333333333332,26,0.00998645168764533
230,0.47368421052631576,-47.066666666666656,22,0.00998645168764533
231,0.43859649122807015,-68.69999999999997,23,0.00998645168764533
232,0.375,-76.19999999999999,27,0.00998645168764533
233,0.5294117647058824,-41.666666666666664,20,0.00998645168764533
234,0.35714285714285715,-85.6,31,0.00998645168764533
235,0.3448275862068966,-93.7333333333333,32,0.00998645168764533
236,0.42857142857142855,-62.93333333333333,25,0.00998645168764533
237,0.49019607843137253,-30.633333333333333,20,0.00998645168764533
238,0.4423076923076923,-41.1,22,0.00998645168764533
239,0.34545454545454546,-76.56666666666666,28,0.00998645168764533
240,0.2923076923076923,-106.99999999999999,35,0.00998645168764533
241,0.36666666666666664,-86.5,30,0.00998645168764533
242,0.5625,-24.366666666666667,17,0.00998645168764533
243,0.5283018867924528,-22.1,15,0.00998645168764533
244,0.5333333333333333,-16.33333333333333,13,0.00998645168764533
245,0.5,-50.86666666666667,22,0.00998645168764533
246,0.47368421052631576,-44.0,23,0.00998645168764533
247,0.6428571428571429,-7.3999999999999995,10,0.00998645168764533
248,0.6046511627906976,4.466666666666669,7,0.00998645168764533
249,0.6666666666666666,-2.2333333333333316,9,0.00998645168764533
250,0.48214285714285715,-46.13333333333333,22,0.00998645168764533
251,0.4909090909090909,-28.166666666666664,18,0.00998645168764533
252,0.45901639344262296,-54.99999999999999,25,0.00998645168764533
253,0.5,-25.133333333333333,17,0.00998645168764533
254,0.421875,-105.73333333333332,34,0.00998645168764533
255,0.5094339622641509,-26.4,15,0.00998645168764533
256,0.625,1.066666666666669,10,0.00998645168764533
257,0.38461538461538464,-73.5,29,0.00998645168764533
258,0.4838709677419355,-45.2,23,0.00998645168764533
259,0.5178571428571429,-31.93333333333333,20,0.00998645168764533
260,0.5,-31.6,20,0.00998645168764533
261,0.5740740740740741,-16.333333333333332,15,0.00998645168764533
262,0.52,-6.266666666666666,12,0.00998645168764533
263,0.5555555555555556,-25.900000000000002,18,0.00998645168764533
264,0.5283018867924528,-11.700000000000001,16,0.00998645168764533
265,0.6578947368421053,0.23333333333333073,10,0.00998645168764533
266,0.5094339622641509,-28.366666666666664,20,0.00998645168764533
267,0.5555555555555556,-15.1,17,0.00998645168764533
268,0.49122807017543857,-21.866666666666664,18,0.00998645168764533
269,0.4897959183673469,-15.699999999999998,12,0.00998645168764533
270,0.4489795918367347,-38.166666666666664,22,0.00998645168764533
271,0.4444444444444444,-54.83333333333333,25,0.00998645168764533
272,0.6304347826086957,9.066666666666666,5,0.00998645168764533
273,0.6666666666666666,3.533333333333334,6,0.00998645168764533
274,0.7619047619047619,4.500000000000007,9,0.00998645168764533
275,0.6190476190476191,1.166666666666667,8,0.00998645168764533
276,0.47619047619047616,-44.066666666666656,21,0.00998645168764533
277,0.6808510638297872,3.8333333333333375,9,0.00998645168764533
278,0.5,-25.266666666666666,19,0.00998645168764533
279,0.5576923076923077,-8.566666666666668,12,0.00998645168764533
280,0.6382978723404256,-0.700000000000002,10,0.00998645168764533
281,0.5,-37.86666666666666,22,0.00998645168764533
282,0.5740740740740741,-29.1,20,0.00998645168764533
283,0.5961538461538461,-19.3,16,0.00998645168764533
284,0.5660377358490566,-16.9,16,0.00998645168764533
285,0.6458333333333334,1.2666666666666657,9,0.00998645168764533
286,0.5849056603773585,-4.766666666666664,13,0.00998645168764533
287,0.5652173913043478,-6.533333333333332,14,0.00998645168764533
288,0.6181818181818182,-9.4,13,0.00998645168764533
289,0.6,-8.666666666666666,12,0.00998645168764533
290,0.6363636363636364,1.5999999999999996,8,0.00998645168764533
291,0.5254237288135594,-16.799999999999997,16,0.00998645168764533
292,0.6595744680851063,-2.1333333333333324,11,0.00998645168764533
293,0.6521739130434783,-5.266666666666666,10,0.00998645168764533
294,0.5818181818181818,-13.900000000000002,13,0.00998645168764533
295,0.5660377358490566,-5.366666666666665,13,0.00998645168764533
296,0.5961538461538461,-14.199999999999998,16,0.00998645168764533
297,0.4909090909090909,-20.766666666666666,20,0.00998645168764533
298,0.6521739130434783,2.8000000000000016,9,0.00998645168764533
299,0.5581395348837209,-1.5333333333333332,11,0.00998645168764533
300,0.6363636363636364,3.666666666666668,7,0.00998645168764533
301,0.5576923076923077,-20.166666666666664,18,0.00998645168764533
302,0.5882352941176471,-12.299999999999997,16,0.00998645168764533
303,0.6,-17.966666666666665,18,0.00998645168764533
304,0.5357142857142857,-15.299999999999999,17,0.00998645168764533
305,0.5454545454545454,-8.299999999999999,15,0.00998645168764533
306,0.6744186046511628,6.133333333333333,8,0.00998645168764533
307,0.5172413793103449,-24.466666666666665,17,0.00998645168764533
308,0.5660377358490566,-19.03333333333333,17,0.00998645168764533
309,0.6140350877192983,-16.266666666666666,14,0.00998645168764533
310,0.5,-20.799999999999997,18,0.00998645168764533
311,0.5192307692307693,-3.3999999999999986,11,0.00998645168764533
312,0.5961538461538461,-7.366666666666665,12,0.00998645168764533
313,0.576271186440678,-16.933333333333334,16,0.00998645168764533
314,0.6122448979591837,4.4666666666666694,7,0.00998645168764533
315,0.5625,-22.933333333333334,17,0.00998645168764533
316,0.5614035087719298,-23.933333333333334,20,0.00998645168764533
317,0.5263157894736842,-15.966666666666667,16,0.00998645168764533
318,0.5918367346938775,-5.83333333333333,15,0.00998645168764533
319,0.7073170731707317,16.066666666666663,2,0.00998645168764533
320,0.5272727272727272,-26.433333333333337,20,0.00998645168764533
321,0.484375,-60.59999999999999,27,0.00998645168764533
322,0.509090909090909,-22.266666666666666,17,0.00998645168764533
323,0.7272727272727273,9.200000000000005,5,0.00998645168764533
324,0.5686274509803921,1.2333333333333343,13,0.00998645168764533
325,0.4909090909090909,-17.96666666666667,18,0.00998645168764533
326,0.5818181818181818,-26.46666666666667,17,0.00998645168764533
327,0.62,-3.6666666666666674,12,0.00998645168764533
328,0.5576923076923077,-31.999999999999996,20,0.00998645168764533
329,0.543859649122807,-21.299999999999997,17,0.00998645168764533
330,0.5471698113207547,-25.46666666666666,18,0.00998645168764533
331,0.6666666666666666,3.933333333333332,6,0.00998645168764533
332,0.5714285714285714,-18.999999999999993,15,0.00998645168764533
333,0.46875,-34.266666666666666,21,0.00998645168764533
334,0.5535714285714286,-31.066666666666663,19,0.00998645168764533
335,0.5471698113207547,-20.399999999999995,17,0.00998645168764533
336,0.5151515151515151,-44.63333333333333,24,0.00998645168764533
337,0.7446808510638298,8.733333333333333,4,0.00998645168764533
338,0.6938775510204082,2.833333333333334,7,0.00998645168764533
339,0.6304347826086957,-1.1666666666666705,10,0.00998645168764533
340,0.45,-47.79999999999999,25,0.00998645168764533
341,0.58,-12.566666666666666,13,0.00998645168764533
342,0.5370370370370371,-35.53333333333333,18,0.00998645168764533
343,0.5740740740740741,-30.166666666666664,18,0.00998645168764533
344,0.44285714285714284,-59.333333333333314,27,0.00998645168764533
345,0.5686274509803921,-3.966666666666667,11,0.00998645168764533
346,0.4915254237288136,-43.599999999999994,23,0.00998645168764533
347,0.6226415094339622,-16.199999999999996,14,0.00998645168764533
348,0.4696969696969697,-48.49999999999999,24,0.00998645168764533
349,0.5818181818181818,-25.83333333333333,15,0.00998645168764533
350,0.47540983606557374,-39.06666666666666,22,0.00998645168764533
351,0.6521739130434783,-5.2666666666666675,12,0.00998645168764533
352,0.4918032786885246,-38.06666666666666,20,0.00998645168764533
353,0.49206349206349204,-44.0,24,0.00998645168764533
354,0.5172413793103449,-34.733333333333334,20,0.00998645168764533
355,0.5263157894736842,-25.933333333333334,16,0.00998645168764533
356,0.6037735849056604,-15.566666666666665,15,0.00998645168764533
357,0.5172413793103449,-23.266666666666666,17,0.00998645168764533
358,0.7105263157894737,7.6,6,0.00998645168764533
359,0.5686274509803921,-17.966666666666665,16,0.00998645168764533
360,0.7692307692307693,12.666666666666666,3,0.00998645168764533
361,0.5849056603773585,-12.433333333333334,12,0.00998645168764533
362,0.4807692307692308,-37.833333333333336,22,0.00998645168764533
363,0.5254237288135594,-35.3,18,0.00998645168764533
364,0.5151515151515151,-47.533333333333324,25,0.00998645168764533
365,0.7209302325581395,5.466666666666669,8,0.00998645168764533
366,0.6382978723404256,3.233333333333336,8,0.00998645168764533
367,0.58,-16.599999999999994,14,0.00998645168764533
368,0.56,-2.600000000000004,12,0.00998645168764533
369,0.625,-16.43333333333333,15,0.00998645168764533
370,0.4909090909090909,-26.1,20,0.00998645168764533
371,0.6304347826086957,4.333333333333334,8,0.00998645168764533
372,0.5614035087719298,-12.933333333333335,16,0.00998645168764533
373,0.6226415094339622,-3.3666666666666667,10,0.00998645168764533
374,0.6511627906976745,1.0000000000000018,9,0.00998645168764533
375,0.6304347826086957,-4.566666666666666,9,0.00998645168764533
376,0.5535714285714286,-26.833333333333325,18,0.00998645168764533
377,0.5576923076923077,-17.833333333333336,16,0.00998645168764533
378,0.5384615384615384,-6.033333333333331,13,0.00998645168764533
379,0.4827586206896552,-19.5,18,0.00998645168764533
380,0.5636363636363636,-14.733333333333333,15,0.00998645168764533
381,0.4915254237288136,-31.93333333333333,20,0.00998645168764533
382,0.64,-2.9000000000000004,10,0.00998645168764533
383,0.6274509803921569,-12.533333333333335,15,0.00998645168764533
384,0.7380952380952381,3.900000000000002,6,0.00998645168764533
385,0.5079365079365079,-35.099999999999994,20,0.00998645168764533
386,0.6170212765957447,-6.0666666666666655,12,0.00998645168764533
387,0.625,-10.233333333333334,14,0.00998645168764533
388,0.64,-4.366666666666666,12,0.00998645168764533
389,0.5769230769230769,2.5333333333333314,8,0.00998645168764533
390,0.5081967213114754,-43.06666666666666,24,0.00998645168764533
391,0.4915254237288136,-39.9,23,0.00998645168764533
392,0.6122448979591837,-14.566666666666665,13,0.00998645168764533
393,0.6538461538461539,-10.866666666666667,13,0.00998645168764533
394,0.5925925925925926,-9.73333333333333,13,0.00998645168764533
395,0.7380952380952381,-4.133333333333333,9,0.00998645168764533
396,0.46875,-41.00000000000001,23,0.00998645168764533
397,0.6744186046511628,4.199999999999999,8,0.00998645168764533
398,0.5357142857142857,-23.599999999999998,18,0.00998645168764533
399,0.43548387096774194,-28.999999999999993,20,0.00998645168764533
400,0.5862068965517241,-30.699999999999996,19,0.00998645168764533
401,0.5740740740740741,-25.099999999999994,16,0.00998645168764533
402,0.5918367346938775,1.5,11,0.00998645168764533
403,0.5172413793103449,-14.266666666666666,16,0.00998645168764533
404,0.6521739130434783,-1.2333333333333325,9,0.00998645168764533
405,0.5272727272727272,-18.366666666666667,17,0.00998645168764533
406,0.6363636363636364,-2.4333333333333362,11,0.00998645168764533
407,0.5178571428571429,-36.63333333333333,21,0.00998645168764533
408,0.5454545454545454,-22.266666666666666,18,0.00998645168764533
409,0.5535714285714286,-31.399999999999995,18,0.00998645168764533
410,0.6470588235294118,-13.933333333333334,13,0.00998645168764533
411,0.6,-12.333333333333332,14,0.00998645168764533
412,0.6458333333333334,-3.7333333333333343,10,0.00998645168764533
413,0.4838709677419355,-34.6,22,0.00998645168764533
414,0.7333333333333333,5.199999999999999,9,0.00998645168764533
415,0.6078431372549019,-13.666666666666668,15,0.00998645168764533
416,0.6458333333333334,-13.233333333333334,13,0.00998645168764533
417,0.6458333333333334,-6.833333333333333,12,0.00998645168764533
418,0.5576923076923077,-10.6,12,0.00998645168764533
419,0.543859649122807,-18.5,16,0.00998645168764533
420,0.6326530612244898,-1.3000000000000007,9,0.00998645168764533
421,0.6458333333333334,-3.166666666666667,11,0.00998645168764533
422,0.62,-1.2666666666666693,11,0.00998645168764533
423,0.5,-34.46666666666666,20,0.00998645168764533
424,0.5849056603773585,-9.833333333333334,13,0.00998645168764533
425,0.47368421052631576,-40.53333333333332,23,0.00998645168764533
426,0.6595744680851063,-9.833333333333332,11,0.00998645168764533
427,0.46875,-53.83333333333333,26,0.00998645168764533
428,0.5166666666666667,-29.93333333333333,20,0.00998645168764533
429,0.5263157894736842,-31.700000000000003,21,0.00998645168764533
430,0.5660377358490566,-29.099999999999998,17,0.00998645168764533
431,0.45161290322580644,-71.83333333333333,31,0.00998645168764533
432,0.6363636363636364,-8.366666666666667,11,0.00998645168764533
433,0.5769230769230769,-18.633333333333333,15,0.00998645168764533
434,0.6,-8.266666666666666,11,0.00998645168764533
435,0.6190476190476191,7.233333333333334,7,0.00998645168764533
436,0.6326530612244898,-1.7999999999999998,10,0.00998645168764533
437,0.5869565217391305,-0.7666666666666648,8,0.00998645168764533
438,0.5714285714285714,-13.133333333333335,15,0.00998645168764533
439,0.6,-10.466666666666667,13,0.00998645168764533
440,0.49056603773584906,-33.2,20,0.00998645168764533
441,0.5,-50.73333333333333,26,0.00998645168764533
442,0.6170212765957447,-2.5,9,0.00998645168764533
443,0.6530612244897959,2.2,8,0.00998645168764533
444,0.5918367346938775,-10.633333333333333,13,0.00998645168764533
445,0.4426229508196721,-51.03333333333333,27,0.00998645168764533
446,0.5245901639344263,-12.100000000000001,16,0.00998645168764533
447,0.6756756756756757,9.000000000000002,2,0.00998645168764533
448,0.5263157894736842,-13.033333333333333,15,0.00998645168764533
449,0.6666666666666666,3.7333333333333307,8,0.00998645168764533
450,0.5660377358490566,-20.7,19,0.00998645168764533
451,0.5686274509803921,-27.166666666666664,20,0.00998645168764533
452,0.66,-3.7000000000000006,10,0.00998645168764533
453,0.574468085106383,-7.166666666666664,12,0.00998645168764533
454,0.5740740740740741,-6.300000000000001,13,0.00998645168764533
455,0.6037735849056604,-8.233333333333336,14,0.00998645168764533
456,0.509090909090909,-19.133333333333333,18,0.00998645168764533
457,0.5172413793103449,-30.96666666666667,20,0.00998645168764533
458,0.5384615384615384,-30.26666666666667,19,0.00998645168764533
459,0.5094339622641509,-34.63333333333333,19,0.00998645168764533
460,0.6326530612244898,-3.0333333333333328,10,0.00998645168764533
461,0.46774193548387094,-35.666666666666664,22,0.00998645168764533
462,0.56,-21.7,17,0.00998645168764533
463,0.515625,-35.53333333333333,23,0.00998645168764533
464,0.6041666666666666,-7.966666666666667,13,0.00998645168764533
465,0.5357142857142857,-19.6,18,0.00998645168764533
466,0.5961538461538461,-10.200000000000001,13,0.00998645168764533
467,0.6086956521739131,0.6999999999999993,9,0.00998645168764533
468,0.5849056603773585,-0.4666666666666668,12,0.00998645168764533
